`SD26`	`20252026`	`Durazo, Maria Elena`	`S`	`Durazo`	`Maria Elena`	`Durazo`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:25:11	`Y`
`SD32`	`20252026`	`Seyarto, Kelly`	`S`	`Seyarto`	`Kelly`	`Seyarto`	NULL	NULL	`Senator`	`Senator`	`REP`	`Y`	`chentr`	2024-12-05 15:57:19	`Y`
`SD38`	`20252026`	`Blakespear, Catherine`	`S`	`Blakespear`	`Catherine`	`Blakespear`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:51:31	`Y`
`SD08`	`20252026`	`Ashby, Angelique V.`	`S`	`Ashby`	`Angelique`	`Ashby`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:50:14	`Y`
`SD22`	`20252026`	`Rubio, Susan`	`S`	`Rubio`	`Susan`	`Rubio`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:50:37	`Y`
`SD34`	`20252026`	`Umberg, Thomas J.`	`S`	`Umberg`	`Thomas`	`Umberg`	`J`	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:55:48	`Y`
`SD11`	`20252026`	`Wiener, Scott D.`	`S`	`Wiener`	`Scott`	`Wiener`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:27:59	`Y`
`AD41`	`20252026`	`Harabedian, John`	`A`	`Harabedian`	`John`	`Harabedian`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:06:10	`Y`
`AD44`	`20252026`	`Schultz, Nick`	`A`	`Schultz`	`Nick`	`Schultz`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:05:37	`Y`
`AD50`	`20252026`	`Garcia, Robert`	`A`	`Garcia`	`Robert`	`Garcia`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:05:16	`Y`
`AD15`	`20252026`	`Avila Farias, Anamarie`	`A`	`Avila Farias`	`Anamarie`	`Avila Farias`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`carrolth`	2025-01-30 08:19:02	`N`
`SD21`	`20252026`	`Limón, Monique`	`S`	`Limón`	`Monique`	`Limón`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:51:08	`Y`
`SD09`	`20252026`	`Grayson, Timothy S.`	`S`	`Grayson`	`Timothy`	`Grayson`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:56:12	`Y`
`SD31`	`20252026`	`Cervantes, Sabrina`	`S`	`Cervantes`	`Sabrina`	`Cervantes`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:51:50	`Y`
`SD39`	`20252026`	`Weber Pierson, M.D., Akilah`	`S`	`Weber Pierson`	`Akilah`	`Weber Pierson`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-30 17:08:07	`Y`
`AD33`	`20252026`	`Macedo, Alexandra`	`A`	`Macedo`	`Alexandra`	`Macedo`	NULL	NULL	`Assembly Member`	`Assembly Member`	`REP`	`Y`	`chentr`	2025-02-28 17:03:22	`Y`
`AD43`	`20252026`	`Rodriguez, Celeste`	`A`	`Celeste Rodriguez`	`Celeste`	`Rodriguez`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:07:13	`Y`
`AD62`	`20252026`	`Solache, Jr., José Luis`	`A`	`Solache`	`José`	`Solache`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:06:35	`Y`
`AD75`	`20252026`	`DeMaio, Carl`	`A`	`DeMaio`	`Carl`	`DeMaio`	NULL	NULL	`Assembly Member`	`Assembly Member`	`REP`	`Y`	`chentr`	2025-02-28 17:01:14	`Y`
`AD05`	`20252026`	`Patterson, Joe`	`A`	`Patterson`	`Joe`	`Patterson`	NULL	NULL	`Assembly Member`	`Assembly Member`	`REP`	`Y`	`carrolth`	2024-11-27 12:40:02	`Y`
`AD39`	`20252026`	`Carrillo, Juan`	`A`	`Carrillo`	`Juan`	`Carrillo`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:05:51	`Y`
`SD05`	`20252026`	`McNerney, Jerry`	`S`	`McNerney`	`Jerry`	`McNerney`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:52:42	`Y`
`SD07`	`20252026`	`Arreguín, Jesse`	`S`	`Arreguín`	`Jesse`	`Arreguín`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:48:59	`Y`
`SD25`	`20252026`	`Pérez, Sasha Renée`	`S`	`Pérez`	`Sasha Renée`	`Pérez`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:24:40	`Y`
`SD29`	`20252026`	`Reyes, Eloise Gómez`	`S`	`Reyes`	`Eloise Gómez`	`Reyes`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:26:58	`Y`
`SD35`	`20252026`	`Richardson, Laura`	`S`	`Richardson`	`Laura`	`Richardson`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:53:57	`Y`
`SD37`	`20252026`	`Choi, Steven S.`	`S`	`Choi`	`Steven`	`Choi`	`S`	`Ph.D.`	`Senator`	`Senator`	`REP`	`Y`	`chentr`	2024-12-05 15:47:53	`Y`
`AD26`	`20252026`	`Ahrens, Patrick`	`A`	`Ahrens`	`Patrick`	`Ahrens`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:07:05	`Y`
`AD36`	`20252026`	`Gonzalez, Jeff`	`A`	`Jeff Gonzalez`	`Jeff`	`Gonzalez`	NULL	NULL	`Assembly Member`	`Assembly Member`	`REP`	`Y`	`chentr`	2025-02-28 17:01:24	`Y`
`AD52`	`20252026`	`Caloza, Jessica`	`A`	`Caloza`	`Jessica`	`Caloza`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:02:10	`Y`
`AD53`	`20252026`	`Rodriguez, Michelle`	`A`	`Michelle Rodriguez`	`Michelle`	`Rodriguez`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:05:55	`Y`
`AD54`	`20252026`	`González, Mark`	`A`	`Mark González`	`Mark`	`González`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:04:25	`Y`
`AD57`	`20252026`	`Elhawary, Sade`	`A`	`Elhawary`	`Sade`	`Elhawary`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:04:43	`Y`
`AD76`	`20252026`	`Patel, Darshana R.`	`A`	`Patel`	`Darshana R.`	`Patel`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:07:13	`Y`
`AD79`	`20252026`	`Sharp-Collins, LaShae`	`A`	`Sharp-Collins`	`LaShae`	`Sharp-Collins`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`chentr`	2025-02-28 17:03:41	`Y`
`AD29`	`20252026`	`Rivas, Robert`	`A`	`Rivas`	`Robert`	`Rivas`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`carrolth`	2024-11-27 12:40:31	`Y`
`SD23`	`20252026`	`Valladares, Suzette Martinez`	`S`	`Valladares`	`Suzette Martinez`	`Valladares`	NULL	NULL	`Senator`	`Senator`	`REP`	`Y`	`chentr`	2024-12-05 15:58:11	`Y`
`SD19`	`20252026`	`Ochoa Bogh, Rosilicie`	`S`	`Ochoa Bogh`	`Rosilicie`	`Ochoa Bogh`	NULL	NULL	`Senator`	`Senator`	`REP`	`Y`	`chentr`	2024-12-05 15:19:56	`Y`
`SD01`	`20252026`	`Dahle, Megan`	`S`	`Dahle`	`Megan`	`Dahle`	NULL	NULL	`Senator`	`Senator`	`REP`	`Y`	`chentr`	2024-12-05 15:56:55	`Y`
`SD03`	`20252026`	`Cabaldon, Christopher`	`S`	`Cabaldon`	`Christopher`	`Cabaldon`	NULL	NULL	`Senator`	`Senator`	`DEM`	`Y`	`chentr`	2024-12-05 15:24:17	`Y`
`AD58`	`20252026`	`Castillo, Leticia`	`A`	`Castillo`	`Leticia`	`Castillo`	NULL	NULL	`Assembly Member`	`Assembly Member`	`REP`	`Y`	`chentr`	2025-02-28 17:00:40	`Y`
`AD10`	`20252026`	`Nguyen, Stephanie`	`A`	`Stephanie Nguyen`	`Stephanie`	`Nguyen`	NULL	NULL	`Assembly Member`	`Assembly Member`	`DEM`	`Y`	`carrolth`	2024-12-10 11:29:16	`N`
