{MeasureDoc,{Description,{Id,{VersionNum,{History,{Action,{ActionText,{ActionDate,{LegislativeInfo,{SessionYear,{SessionNum,{MeasureType,{MeasureNum,{MeasureState,{AuthorText,{Authors,{Legislator,{Contribution,{House,{Name,{Title,{RelatingClause,{GeneralSubject,{Subject,{DigestText,{http://www.w3.org/1999/xhtml}p,{DigestKey,{VoteRequired,{Appropriation,{FiscalCommittee,{LocalProgram,{MeasureIndicators,{ImmediateEffect,{ImmediateEffectFlags,{Urgency,{TaxLevy,{Election,{UsualCurrentExpenses,{BudgetBill,{Prop25TrailerBill,{Bill,{Preamble,{BillSection,{Num,{Content
,,20250AB__021599INT,99,,,INTRODUCED,2025-01-08,,2025,0,AB,215,INT,Introduced by Assembly Member Gabriel,,,LEAD_AUTHOR,ASSEMBLY,Gabriel,An act relating to the Budget Act of 2025.,the Budget Act of 2025,,Budget Act of 2025.,,It is the intent of the Legislature to enact statutory changes relating to the Budget Act of 2025.,,MAJORITY,NO,NO,NO,,NO,,NO,NO,NO,NO,NO,NO,,The people of the State of California do enact as follows:,,SECTION 1.,
