{MeasureDoc_{Description_{Id,{MeasureDoc_{Description_{VersionNum,{MeasureDoc_{Description_{History_{Action_{ActionText,{MeasureDoc_{Description_{History_{Action_{ActionDate,{MeasureDoc_{Description_{LegislativeInfo_{SessionYear,{MeasureDoc_{Description_{LegislativeInfo_{SessionNum,{MeasureDoc_{Description_{LegislativeInfo_{MeasureType,{MeasureDoc_{Description_{LegislativeInfo_{MeasureNum,{MeasureDoc_{Description_{LegislativeInfo_{MeasureState,{MeasureDoc_{Description_{AuthorText,{MeasureDoc_{Description_{Authors_{Legislator_{Contribution,{MeasureDoc_{Description_{Authors_{Legislator_{House,{MeasureDoc_{Description_{Authors_{Legislator_{Name,{MeasureDoc_{Description_{Title,{MeasureDoc_{Description_{RelatingClause,{MeasureDoc_{Description_{GeneralSubject_{Subject,{MeasureDoc_{Description_{DigestText_{http://www.w3.org/1999/xhtml}p,{MeasureDoc_{Description_{DigestKey_{VoteRequired,{MeasureDoc_{Description_{DigestKey_{Appropriation,{MeasureDoc_{Description_{DigestKey_{FiscalCommittee,{MeasureDoc_{Description_{DigestKey_{LocalProgram,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffect,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffectFlags_{Urgency,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffectFlags_{TaxLevy,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffectFlags_{Election,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffectFlags_{UsualCurrentExpenses,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffectFlags_{BudgetBill,{MeasureDoc_{Description_{MeasureIndicators_{ImmediateEffectFlags_{Prop25TrailerBill,{MeasureDoc_{Bill_{Preamble,{MeasureDoc_{Bill_{BillSection_{Num,{MeasureDoc_{Bill_{BillSection_{ActionLine_{DocName,{MeasureDoc_{Bill_{BillSection_{Fragment_{LawSection_{Num
20250AB__024799INT,99,INTRODUCED,2025-01-15,2025,0,AB,247,INT,Introduced by Assembly Member Bryan,LEAD_AUTHOR,ASSEMBLY,Bryan,"An act to amend Section 4019.2 of the Penal Code, relating to inmate firefighters.",inmate firefighters,Inmate firefighters: wages.,"This bill would require the above-described inmate firefighters, in addition to receiving credits, to be paid an hourly wage equal to the lowest nonincarcerated firefighter in the state for the time that they are actively
		fighting a fire.",MAJORITY,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,The people of the State of California do enact as follows:,SECTION 1.,Penal Code,4019.2.
