{MeasureDoc,{Description,{Id,{VersionNum,{History,{Action,{ActionText,{ActionDate,{LegislativeInfo,{SessionYear,{SessionNum,{MeasureType,{MeasureClass,{MeasureNum,{MeasureState,{AuthorText,{Authors,{Legislator,{Contribution,{House,{Name,{Title,{RelatingClause,{GeneralSubject,{Subject,{DigestText,{http://www.w3.org/1999/xhtml}p,{DigestKey,{VoteRequired,{Appropriation,{FiscalCommittee,{LocalProgram,{MeasureIndicators,{ImmediateEffect,{ImmediateEffectFlags,{Urgency,{TaxLevy,{Election,{UsualCurrentExpenses,{BudgetBill,{Prop25TrailerBill,{Bill,{Preamble,{BillSection,{Num,{Content,{http://www.w3.org/1999/xhtml}span,{BudgetHeading,{BudgetHeadingText,{BudgetItem,{http://www.w3.org/1999/xhtml}table,{http://www.w3.org/1999/xhtml}tbody,{http://www.w3.org/1999/xhtml}tr,{http://www.w3.org/1999/xhtml}td,{NumSpan,{http://www.w3.org/1999/xhtml}i,{http://www.w3.org/1999/xhtml}h1,{ActionLine,{DocName,{Fragment,{LawSection,{LawSectionVersion,{http://www.w3.org/1999/xhtml}thead,{http://www.w3.org/1999/xhtml}th
,,20250AB__022799INT,99,,,INTRODUCED,2025-01-10,,2025,0,AB,BUDGET,227,INT,Introduced by Assembly Member Gabriel,,,LEAD_AUTHOR,ASSEMBLY,Gabriel,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.","the state budget, to take effect immediately, budget bill",,Budget Act of 2025.,,,,MAJORITY,YES,YES,NO,,YES,,NO,NO,NO,NO,YES,NO,,The people of the State of California do enact as follows:,,SEC. 99.50.,,,,GENERAL GOVERNMENT,,,,,,9860-301-0001,ll,INDEX FOR CONTROL SECTIONS,Section 13340 of the,Government Code,,,,,Organization Code
